Species_name,MGRS_10X10
Lupinus hispanicus,29TPE84
Taraxacum duriense,29SMD93
Lavandula pedunculata,30STH86
Festuca durandoi,30STJ97
Scirpoides holoschoenus,29SQD02
Phalaris coerulescens,30STJ50
Cytisus baeticus,29SPC94
Anthyllis lotoides,29SPC29
Cuscuta pentagona,29SQD44
Vulpia bromoides,30STJ83
Lolium rigidum,29SPC97
Lavandula pedunculata,29SQC12
Cytisus striatus,29SPD80
Centranthus calcitrapae,29TQE46
Malus sylvestris,29SPD92
Petrorhagia nanteuilii,30STH40
Tripodion tetraphyllum,29SNB10
Ranunculus neapolitanus,30STJ51
Lathyrus angulatus,29SPB06
Lavandula stoechas,29SNB00
Hedypnois rhagadioloides,30STJ70
Sesamoides purpurascens,29SQC21
Viola kitaibeliana,30STK60
Eleocharis palustris,30STJ51
Hordeum vulgare,29SPC97
Lathyrus clymenum,29SQC04
Sisymbrium irio,30STJ50
Reichardia intermedia,29SPD61
Bellis sylvestris,29SPB99
Malva sylvestris,30TTK64
Hyacinthoides hispanica,29SQD43
Lamium amplexicaule,30TTK64
Cistus salviifolius,30TTK74
Umbilicus rupestris,29SQC04
Valerianella echinata,29SPC94
Silene nocturna,29SPC50
Anthyllis lotoides,29SQC51
Avena barbata,29SPC20
Prunus dulcis,29TQE47
Echium plantagineum,30STH77
Leontodon tuberosus,30STH67
Pallenis spinosa,30STH58
Micropyrum tenellum,29SQC31
Paronychia argentea,30STH42
Hordeum marinum,30STJ60
Parietaria mauritanica,29SPC97
Senecio vulgaris,29SQD01
Gagea soleirolii,30TTK66
Geranium lucidum,29SQD20
Teucrium pseudochamaepitys,30SWG31
Centranthus calcitrapae,29SNC14
Teucrium fruticans,29SQC06
Cerastium brachypetalum,30STJ98
Hypericum perforatum,29TPE66
Quercus faginea,29SNC58
Potentilla recta,30TTK66
Arnoseris minima,30TTK66
Platanus hybrida,26SLH56
Hypericum linariifolium,29TPE75
Linaria spartea,29SQA29
Sixalix atropurpurea,29SPC72
Trifolium incarnatum,29SQD27
Allium sativum,29SQD00
Mantisalca salmantica,30SUJ17
Andryala arenaria,29SPC54
Thalictrum speciosissimum,30TTK66
Lotus subbiflorus,30TTK75
Adenocarpus complicatus,30TTK66
Juncus tenuis,26SLH76
Allium paniculatum,30TTK66
Murbeckiella boryi,30TTK75
Alchemilla serratisaxatilis,30TTK66
Medicago polymorpha,30TTK56
Valerianella coronata,30TWL54
Carex echinata,30TTK95
Prunella vulgaris,30TTK66
Thymus mastichina,30TTK55
Veronica micrantha,30TTK76
Poa pratensis,30TTK95
Juncus squarrosus,30TTK66
Medicago lupulina,30TYN22
Plantago lagopus,26SLH57
Juncus bufonius,29SPC72
Anthoxanthum odoratum,26SLH76
Melica ciliata,29SQC41
Brachypodium sylvaticum,29SNB32
Centaurea paniculata,30TYL44
Tolpis barbata,30STJ76
Amaranthus hybridus,29SPD51
Anthoxanthum aristatum,30TTK75
Anthoxanthum aristatum,30TTK95
Brachypodium distachyon,29SPD80
Cladanthus mixtus,29SPC65
Dryopteris caucasica,30TTK75
Armeria alliacea,29SQC31
Centaurea toletana,30STJ76
Oenanthe lachenalii,30SUJ07
Quercus robur,29TPF05
Centaurea toletana,29SQC31
Spergula arvensis,30STK81
Bromus hordeaceus,31TCF26
Helictochloa marginata,30TTK75
Lavandula pedunculata,30SUJ17
Galium mollugo,30TTK66
Geranium robertianum,29SQC31
Digitalis thapsi,29SQC06
Pedicularis sylvatica,30TTK75
Corynephorus canescens,30TTK75
Eragrostis barrelieri,29SQD27
Aegilops neglecta,30TXL03
Phalaris aquatica,29SPD90
Bromus hordeaceus,30TYN00
Phagnalon saxatile,30TTK66
Carex laevigata,30TTK75
Carex mairii,29SNB28
Stipellula capensis,30SYH13
Centaurea alba,29TPE85
Aphanes cornucopioides,29SQC31
Centaurea toletana,29SQC31
Polypogon monspeliensis,29SNC81
Sedum acre,30SUJ17
Hippocrepis emerus,30TYN00
Doronicum carpetanum,30TTK66
Cytisus grandiflorus,29TPE85
Leopoldia comosa,30STJ76
Poterium verrucosum,29TQE16
Isolepis fluitans,26SLH57
Trifolium bocconei,29SPC65
Thymus mastichina,30STJ98
Thapsia minor,30TVM56
Festuca ampla,29SNB32
Senecio sylvaticus,29TQE16
Antirrhinum meonanthum,29TPE85
Pedicularis sylvatica,30TTK66
Stipa offneri,30TYL44
Centaurea melitensis,29SQE51
Holcus lanatus,30TTK75
Euphrasia hirtella,30TTK66
Galium album,30TTK66
Ballota nigra,29SPC94
Gagea soleirolii,30TTK66
Jasione crispa,30TTK66
Centaurium scilloides,26SLH57
Chenopodium album,29SQA29
Genista cinerascens,30TTK75
Adenocarpus hispanicus,29SQE51
Ranunculus bulbosus,30TTK66
Bupleurum rigidum,29SPD36
Lonicera periclymenum,29SQC11
Thymus mastichina,29SPC72
Phyteuma spicatum,30TTK66
Ornithogalum reverchonii,30TTK75
Cynosurus elegans,30TWM92
Koeleria vallesiana,30TVK78
Genista cinerascens,30TTK75
Sideritis leucantha,30SXH00
Brachypodium distachyon,29SQC11
Quercus robur,29TNF84
Quercus broteroi,29SPC94
Lactuca viminea,30TTK55
Dactylis glomerata,30TWL44
Dianthus lusitanus,30TUL91
Blechnum spicant,26SLH76
Ceratonia siliqua,29SQE11
Lythrum thymifolia,29SNB32
Verbascum pulverulentum,29SQC31
Ligustrum lucidum,29SPD70
Fraxinus angustifolia,30SWG14
Crucianella angustifolia,29SQC21
Phalaris coerulescens,29SPC88
Allium sphaerocephalon,30STJ98
Vitis vinifera,29SQC11
Dactylorhiza maculata,30TTK66
Leucanthemopsis pallida,30TTK75
Hispidella hispanica,30TTK75
Festuca ampla,30TWL69
Quercus andegavensis,30TTK66
Quercus faginea,29SMC79
Pedicularis sylvatica,30TTK66
Quercus faginea,29SND92
Matthiola sinuata,29TNH00
Erigeron bonariensis,29SNB28
Dryopteris filix-mas,30TTK66
Verbascum simplex,30TTK66
Quercus pubescens,29TPF36
Lactuca tenerrima,30SUJ17
Logfia minima,30TTK75
Senecio pyrenaicus,30TTK75
Plantago lagopus,30STH42
Cerastium fontanum,26SLH85
Anthyllis vulneraria,30TUK49
Quercus aruciensis,29SPC94
Gaudinia fragilis,29SPD74
Halimium umbellatum,30STJ97
Omphalodes nitida,29TQE16
Hypericum perfoliatum,30TTK55
Genista hirsuta,30SUJ17
Trifolium arvense,29SQC21
Pallenis spinosa,29SPC37
Thymus villosus,30SUJ17
Stipa juncea,30TWL54
Luzula lactea,30TTK66
Thymelaea passerina,30TYN01
Coris monspeliensis,30TXN42
Bromus tectorum,30TTK95
Jasione montana,29SQC11
Rhinanthus minor,29TPE85
Vulpia myuros,30TTK95
Achillea ageratum,29SNB28
Stipa gigantea,29SPC72
Athyrium felix-femina,26SLH57
Poa trivialis,26SLH85
Veronica anagalloides,29SPC98
Thymelaea subrepens,30STJ76
Ononis pinnata,30TTK66
Spergularia rubra,30TTK95
Juniperus communis,30TWM92
Agrostis nebulosa,29TPE85
Brachypodium distachyon,30SUJ17
Galium scabrum,30TTK55
Origanum vulgare,29SQC11
Gagea soleirolii,30TTK66
Achillea millefolium,30TWL44
Ranunculus neapolitanus,30TTK55
Leucanthemum vulgare,30TWL44
Hypericum perforatum,29TQE58
Valerianella eriocarpa,30TVL17
Pterocephalus diandrus,29SND71
Diplotaxis virgata,30TVK37
Stipa gigantea,29TPE24
Rubus vigoi,30TTK66
Euphorbia oxyphylla,30TTK66
Carex echinata,26SLH85
Asplenium obovatum,30TTK94
Montia fontana,30TTK95
Salvia argentea,29SQC25
Origanum vulgare,29SQC21
Leopoldia comosa,29SQC31
Gagea soleirolii,30TTK66
Poa pratensis,26SLH57
Tolpis barbata,29SQC11
Carex pilulifera,26SLH57
Bromus lanceolatus,29SQD11
Genista florida,30TTK75
Ranunculus peltatus,30STJ68
Cytisus oromediterraneus,30TTK75
Luzula purpureosplendens,26SLH75
Centaurium quadrifolium,30SYH47
Juncus articulatus,30TTK66
Cistus crispus,29SNB28
Tordylium maximum,29SPC72
Centaurea amblensis,30TUL41
Crepis capillaris,30TTK95
Sanguisorba officinalis,30TUK16
Cakile maritima,31SCD73
Aquilegia vulgaris,30TTK75
Holcus gayanus,29TPE85
Verbascum thapsus,30TTK55
Thymus caespititius,29TQE16
Lathraea clandestina,30TTP62
Achillea filipendulina,30TXN04
Agrostis castellana,30TTK66
Pilosella officinarum,30TTK66
Catapodium rigidum,29SQD11
Ilex aquifolium,29TQE16
Ranunculus arvensis,30TWL92
Baldellia ranunculoides,29SPD74
Carex laevigata,30TTK75
Briza maxima,30TTK66
Centaurea toletana,29SQC31
Poa pratensis,26SLH57
Festuca ampla,30SUJ17
Trifolium sylvaticum,29SPC65
Cerastium ramosissimum,30TTK75
Marsilea batardae,29SQD15
Cistus hybridus,29SPC72
Dactylis glomerata,29SQC43
Campsis radicans,29SPD70
Polypodium cambricum,26SLH76
Anthoxanthum aristatum,30TTK66
Aquilegia vulgaris,30TTK66
Phlomis herba-venti,29SQC33
Dianthus laricifolius,30TTK66
Luzula forsteri,30TTK66
Thymus serpylloides,30TXK28
Convolvulus betonicifolius,31TBG67
Stipa lagascae,30TWK73
Melica minuta,31TCF26
Orchis mascula,30TXK28
Plantago coronopus,30STK81
Eleocharis palustris,26SLH57
Sparganium erectum,29SPD70
Asphodelus albus,30TTK55
Quercus canariensis,30SWG09
Adenocarpus hispanicus,30TTK66
Cynosurus echinatus,30STJ76
Epilobium tetragonum,29SQC21
Centaurea amblensis,30TTL74
Agrostis castellana,29SPC48
Luzula campestris,30TTK75
Salvia officinalis,29SPD51
Gagea soleirolii,30TTK66
Mantisalca salmantica,30SUJ07
Gagea soleirolii,30TTK66
Amaranthus viridis,29SQD00
Corynephorus canescens,30TTK75
Lonicera implexa,29SMC95
Trifolium hirtum,29SPD45
Onobrychis viciifolia,30TYN00
Aegilops cylindrica,30SYH48
Lactuca tenerrima,30SUJ07
Linum tenue,29SPC94
Festuca ampla,29SQC02
Vincetoxicum nigrum,30TTK94
Cytisus striatus,29TPE77
Danthonia decumbens,30TTK55
Lotus glareosus,29TQE38
Juncus articulatus,30TTK66
Teucrium pseudoscorodonia,30SUJ07
Verbascum nigrum,31TCF26
Pistacia saportae,29SQC04
Centaurea toletana,29SQC31
Lamium bifidum,30TTK55
Silene nutans,30STJ76
Micranthes engleri,30TTK66
Anacamptis coriophora,30TTK66
Avenella flexuosa,30TTK75
Lavandula stoechas,30SUJ17
Silene gallica,29SQC31
Crepis capillaris,30TTK65
Sideritis hirsuta,30TWL69
Petrosedum amplexicaule,30TTK66
Quercus canariensis,29SPC94
Sanguisorba officinalis,30TUK16
Sorbus aria,30TYN22
Carex spicata,30TTK66
Anthyllis montana,30TXN90
Misopates orontium,30STJ76
Juncus pygmaeus,29SPD74
Polypogon monspeliensis,29SPD74
Centaurea toletana,29SQC31
Briza maxima,29TPE75
Angelica sylvestris,30TTK66
Adenocarpus desertorum,29SQD44
Hypericum androsaemum,29TQE16
Quercus robur,29TQE16
Centaurea ornata,29SQC44
Thymus carnosus,29SNC05
Hypericum perfoliatum,30STK81
Festuca gredensis,30TTK66
Reichardia intermedia,29SPD50
Trifolium ochroleucon,29TQE16
Kali turgida,29SPC88
Sorbus aucuparia,30TTK66
Daveaua anthemoides,30STJ75
Helichrysum italicum,29TNH00
Oenothera biennis,26SLH47
Prunella laciniata,30SUJ07
Echium gaditanum,29SPB71
Asphodelus aestivus,29SPC72
Corrigiola litoralis,30TTK66
Tanacetum microphyllum,29SQC43
Juncus acutus,29SNB98
Centaurea alba,30TTK66
Cherleria laricifolia,30TXN90
Magydaris panacifolia,29SPC72
Coris monspeliensis,30TXL17
Achillea ageratum,29SNB28
Dianthus broteri,29SQA29
Herniaria scabrida,30TTK66
Holcus lanatus,30TTK55
Koeleria caudata,30TTK75
Rhinanthus pumilus,30TXN90
Lathyrus annuus,29SPC88
Anthriscus sylvestris,30TTK66
Linum suffruticosum,30SWF17
Eryngium maritimum,31SCC68
Lomelosia stellata,30SVK42
Ipomoea indica,29SPD70
Lysimachia minima,30SUJ07
Lomelosia stellata,30TWL68
Urtica dioica,29SQC31
Linaria verticillata,30SUJ17
Rumex angiocarpus,30TTK95
Verbascum sinuatum,29SPD70
Galactites tomentosa,30STK81
Lathyrus pratensis,30TTK66
Geranium pyrenaicum,30TTK66
Silene inaperta,29SQC43
Carduncellus hispanicus,29SQD31
Campanula lusitanica,29SPC72
Arrhenatherum elatius,30SUF03
Heliotropium europaeum,29SPD81
Silybum marianum,29SPC68
Scolymus maculatus,29SQC14
Antirrhinum meonanthum,30TTK55
Carduus carpetanus,29TPE85
Juniperus communis,30TTK75
Paronychia argentea,30SUJ17
Allium sphaerocephalon,30SUJ07
Valerianella eriocarpa,30TVL17
Quercus canariensis,29SPC19
Cladanthus mixtus,29SQC31
Rhododendron indicum,26SLH56
Anthoxanthum aristatum,30TTK75
Lavandula pedunculata,30SUJ07
Salix caprea,30TTK75
Verbascum blattaria,29TQE38
Vincetoxicum nigrum,30SUJ17
Quercus pubescens,29TPG80
Hordeum marinum,29SPC98
Quercus faginea,29TPG40
Herniaria scabrida,29TPE85
Lotus creticus,29SQA29
Coleostephus myconis,26SLH57
Juncus maritimus,29SNB19
Plantago lagopus,26SLH57
Lapsana communis,30TTK55
Holcus lanatus,29SPD36
Delphinium pentagynum,29SQC04
Luzula purpureosplendens,26SLH85
Centaurea limbata,29TPF24
Centaurea crocata,29SNB28
Linaria alpina,30TTK66
Glaucium corniculatum,29SQD11
Erodium salzmannii,30TTK66
Neottia nidus-avis,30TTK55
Thymelaea broteriana,29TQE16
Holcus mollis,29SNB32
Filago pyramidata,29SQC31
Briza maxima,29TPE75
Halimium lasianthum,29TPE85
Rubus ulmifolius,30TTK75
Centaurea ornata,29SPB34
Torilis japonica,30TUK16
Viola arvensis,30TTK66
Petrosedum forsterianum,30TTK66
Anthriscus sylvestris,30TTK66
Silene otites,30TYL44
Tribulus terrestris,29SQD00
Anacamptis pyramidalis,30TXN91
Carex nigra,30TTK66
Lotus corniculatus,30TTK66
Trifolium tomentosum,29SPD74
Carex debilis,26SLH57
Epipactis helleborine,30TTK55
Teucrium pseudoscorodonia,30SUJ07
Nassella tenuissima,31TDG81
Centaurea alba,30TTK66
Leontodon longirostris,29SQC31
Oenothera rosea,26SLH57
Vitis gmelinii,29SPC94
Betula pendula,29SPD90
Jasione crispa,30TTK76
Centaurea toletana,29SQC31
Rumex crispus,29SQD15
Verbascum simplex,29TPE24
Lapsana communis,30TTK55
Scolochloa festucacea,30STJ97
Thymelaea procumbens,29TQE16
Polygala monspeliaca,30TWL44
Ornithopus compressus,29SQC31
Delphinium halteratum,30TTL84
Cota triumfettii,30STJ97
Jasione montana,30TTK66
Anthyllis vulneraria,29SQC31
Vitis gmelinii,29SPC94
Eryngium corniculatum,29SPC98
Aegilops geniculata,29SQC31
Rosa corymbosa,30TTK66
Delphinium gracile,29SPD54
Linum narbonense,30TWL69
Orchis mascula,30TXK28
Saxifraga willkommiana,30TTK66
Centranthus ruber,30TTK56
Thymus praecox,30TWN23
Persicaria salicifolia,26SLH57
Bromus scoparius,29SPD74
Thymus mastichina,30SUJ17
Veronica peregrina,26SLH85
Agrostis castellana,29SPD74
Armeria bigerrensis,30TTK66
Rubus vigoi,30TTK75
Lythrum junceum,29SNB28
Quercus pubescens,29TPG70
Trifolium fragiferum,30TTK66
Luzula lactea,29TPE75
Tuberaria guttata,29SQC21
Hordeum vulgare,30TTK66
Silene latifolia,30TUK16
Verbascum pulverulentum,30TTK56
Ononis pubescens,29SPD50
Corynephorus canescens,30TTK66
Logfia gallica,29SQC31
Verbascum lychnitis,30TTK75
Pyrus bourgaeana,30STJ97
Ononis viscosa,29SPD60
Thymus mastichina,30TTK55
Ranunculus platanifolius,30TTK66
Phlomis herba-venti,30TWL45
Klasea pinnatifida,30TXN20
Cynara cardunculus,29SQC07
Cynosurus cristatus,29SPD77
Danthonia decumbens,30STJ98
Clinopodium nepeta,29SNB28
Teucrium polium,30TWL68
Leopoldia comosa,30TTK94
Sedum mucizonia,30TTK66
Hypericum undulatum,30TTK75
Phalaris paradoxa,29SPC98
Potentilla anglica,26SLH57
Clinopodium graveolens,30STJ76
Poa trivialis,26SLH76
Potentilla recta,30TTK66
Festuca rothmaleri,30TTK75
Thymus zygis,30TUK17
Sisymbrium austriacum,30TTK66
Xeranthemum cylindraceum,30TWL10
Mentha pulegium,30TTK55
Ridolfia segetum,26SLH76
Achillea odorata,30TVK78
Trifolium ochroleucon,29TQE58
Quercus canariensis,30STJ98
Pedicularis sylvatica,30TTK95
Festuca rothmaleri,30TTK66
Agrostis castellana,29SPC72
Juncus acutus,29SPB09
Quercus robur,29TPE47
Linum tenue,29SQC11
Onopordum illyricum,29SQC37
Blechnum spicant,30TTK66
Linum narbonense,30STJ97
Genista florida,30TTK66
Gastridium ventricosum,29SQC11
Mentha suaveolens,29SPC88
Nardus stricta,30TTK95
Sedum lagascae,30TTK75
Sedum album,29TQE06
Euphrasia hirtella,30TTK66
Leontodon rigens,26SLH85
Asplenium onopteris,29TQE38
Juncus acutus,29SPB09
Ophrys insectifera,30TYN22
Trifolium phleoides,29SQC31
Ballota hirsuta,30SVK00
Saponaria officinalis,29SPC72
Thapsia villosa,30TTK66
Ononis spinosa,29TPE77
Thymbra capitata,31SCC78
Fallopia convolvulus,30TTK66
Carduncellus monspeliensium,30TYN00
Gladiolus communis,30STJ97
Clematis vitalba,30TTK56
Galium rotundifolium,30TXN52
Euphorbia oxyphylla,30TTK66
Bromus racemosus,30TUK27
Bromus rubens,30STJ76
Melittis melissophyllum,30SUJ07
Stipa lagascae,30TWK57
Ornithogalum pyrenaicum,30TTK55
Thymelaea broteriana,29TQE16
Anarrhinum bellidifolium,29TQE06
Trifolium angustifolium,29SQA29
Brachypodium phoenicoides,29SPC72
Koeleria crassipes,30TWL45
Platanthera bifolia,30TWL54
Salvia aethiopis,30TUK49
Holcus annuus,29SPC85
Cytisus multiflorus,30TTK95
Sedum arenarium,29SPC72
Ilex aquifolium,30TWM92
Malva nicaeensis,30TTK64
Glandora prostrata,29TPE85
Myosotis secunda,30TTK75
Agrostis castellana,29SPD93
Geocaryum capillifolium,29SQC11
Tradescantia fluminensis,29TQE37
Bellis sylvestris,29SMC85
Delphinium pentagynum,29SQC36
Tolpis azorica,26SLH76
Plantago lagopus,29SPC72
Centaurium scilloides,26SLH85
Abelia grandiflora,29SPD70
Bellardia viscosa,29SQD16
Cynara tournefortii,29SPC88
Stellaria holostea,30TTK94
Valeriana tripteris,30TTK66
Tuberaria guttata,30TTK66
Quercus robur,29TNF84
Vaccinium cylindraceum,26SLH57
Melica ciliata,30TWL44
Ranunculus flammula,26SLH85
Erysimum nevadense,29TPE85
Ulex genistoides,29SNB43
Valeriana montana,30TYN22
Festuca ampla,29SNB32
Sambucus nigra,30TTK76
Anarrhinum bellidifolium,29SPC72
Viola kitaibeliana,30STJ76
Galium album,30TUK49
Anthemis arvensis,30TTK66
Gagea pratensis,30TXK28
Lobelia urens,30STJ98
Marsilea strigosa,29SPC98
Quercus robur,29TPE27
Milium vernale,29TPE85
Dactylis glomerata,29TPE75
Quercus canariensis,29SPC19
Potentilla erecta,30TTK66
Digitalis purpurea,30STJ98
Crucianella angustifolia,30TTK66
Carex leporina,30TTK75
Vitis rupestris,29SPC94
Daucus muricatus,29SPC98
Pulicaria paludosa,29SQC31
Trifolium ochroleucon,30TXN56
Fumana thymifolia,30TXL17
Anthriscus caucalis,30TTK55
Scolymus maculatus,29SQC07
Teucrium scorodonia,29TPE85
Thymus zygis,30STJ80
Avenula pubescens,30TYN00
Jasione montana,30TTK95
Quercus pubescens,29TPG70
Lepidium subulatum,30TUM83
Myosotis arvensis,30TTK94
Elatine macropoda,29SQD34
Paeonia officinalis,29TPE85
Bromus hordeaceus,31TCF26
Dactylis glomerata,29TQE16
Carex echinata,30STK81
Velezia rigida,29SPC86
Malva sylvestris,30STH42
Physalis philadelphica,29SPD70
Petrosedum sediforme,30TTK75
Elymus athericus,30TWN69
Linaria elegans,30TTK75
Conopodium pyrenaeum,30TTK75
Quercus pyrenaica,29TPG70
Atriplex laciniata,30SXG24
Larix decidua,30TWN26
Nardus stricta,29TPE85
Orlaya daucoides,30TWL69
Cytisus multiflorus,29TPE24
Veronica anagalloides,30TWK88
Allium schmitzii,29TPE85
Sagina procumbens,30TXN56
Erysimum nevadense,30TTK75
Glyceria declinata,30TTK75
Briza minor,29SPC72
Carduncellus pinnatus,30TWL44
Phalaris aquatica,29SPD90
Jasione crispa,29SQC41
Echium vulgare,30TTK66
Dianthus algetanus,30SXK82
Teucrium pseudoscorodonia,29SPD54
Hyparrhenia hirta,31TCF55
Ononis cintrana,29SPC85
Montia fontana,30TTK66
Silene gallica,29SQD00
Ornithopus perpusillus,29TPE85
Briza minor,26SLH47
Juncus bufonius,29SPC94
Gagea soleirolii,30TTK75
Hypericum foliosum,26SLH57
Festuca elegans,30TTK75
Thymus serpylloides,30SWH41
Avenella flexuosa,30TWM92
Ononis mollis,29SQC43
Retama monosperma,29SPB71
Schenkia spicata,29SPC98
Montia fontana,29SPD80
Staehelina dubia,29SQC43
Carex binervis,30TWN23
Jasione montana,30SUJ07
Filago carpetana,30TTK66
Cynosurus cristatus,30TTK66
Delphinium halteratum,29SQC11
Helianthemum apenninum,30SVF37
Poa bulbosa,30TTK66
Diplotaxis catholica,29TPE77
Bromus rubens,30STJ76
Quercus canariensis,29SNB32
Amaranthus muricatus,29SPD70
Linum appressum,30TVL17
Baldellia ranunculoides,29SQD34
Misopates orontium,29SNB28
Helminthotheca echioides,30TVK79
Filago pyramidata,29SPD70
Allium sativum,29SQD00
Plantago lanceolata,26SLH57
Turritis glabra,29TQE16
Koeleria crassipes,29TPE85
Micropyrum tenellum,30TWL68
Lysimachia minima,29SPD77
Elymus repens,29SQD15
Crataegus monogyna,29TQE58
Phagnalon saxatile,30TTK66
Thymelaea broteriana,29TQE16
Geranium molle,29SQC31
Santolina chamaecyparissus,30TXL17
Erigeron karvinskianus,30TWN89
Petrosedum amplexicaule,29SQC31
Ornithopus perpusillus,30TTK75
Ononis mitissima,29SPC98
Centaurea toletana,29SQC31
Pistacia saportae,29SPB09
Gaudinia coarctata,26SLH47
Nymphaea mexicana,29SPD70
Rumex acetosa,30TTK55
Tolpis azorica,26SLH57
Crucianella angustifolia,30TTK66
Lamium maculatum,30TTK66
Euphorbia paralias,29SQA29
Reichardia picroides,30TWL68
Parietaria judaica,30TTK75
Gagea pratensis,30TXK28
Melica ciliata,29SMC95
Quercus lusitanica,29SNB28
Quercus faginea,29TPF49
Mantisalca salmantica,29SQC11
Digitalis purpurea,30TTK66
Cupressus sempervirens,30STJ76
Phelipanche ramosa,30SUJ07
Sagina saginoides,30TTK66
Amaranthus blitoides,29SPD51
Corynephorus canescens,30TTK66
Linum tenuifolium,30STJ76
Sesamoides purpurascens,30SUJ17
Corynephorus canescens,30TTK95
Echinaria capitata,30STJ76
Acer monspessulanum,30SUJ17
Oenanthe crocata,29TQE38
Citrus taitensis,29SPD51
Paronychia suffruticosa,30SVF47
Stipa iberica,30TXK39
Malcolmia littorea,29SPB71
Erica tetralix,30TTK66
Hypericum foliosum,26SLH76
Helictotrichon filifolium,30SUF03
Anthriscus sylvestris,30TTK66
Silene nutans,30TXN90
Quercus robur,29SMC79
Quercus pubescens,29TPG70
Potentilla reptans,30TTK66
Corynephorus fasciculatus,30STJ97
Quercus pubescens,29TPG40
Juncus foliosus,26SLH85
Galium verum,29SQD01
Dactylis glomerata,30TWL68
Digitalis purpurea,30STJ76
Stipa juncea,30TWK57
Cephalanthera rubra,30TTK55
Thymus vulgaris,30TYN01
Cytisus striatus,29TPE85
Digitalis purpurea,29TPE66
Centaurea pullata,29SQC18
Oenanthe lachenalii,30TTK56
Origanum compactum,29SQC44
Lotus subbiflorus,29SPC98
Oenothera rosea,26SLH47
Erica arborea,30TVM76
Thymus membranaceus,30SWF28
Scrophularia frutescens,29SPB71
Petrorhagia nanteuilii,30TTK75
Thymus mastichina,30STK80
Saxifraga pentadactylis,31TCF26
Deschampsia media,30TTK75
Vachellia karroo,29SPD70
Malva nicaeensis,29SQE10
Micropyrum tenellum,30SUJ17
Poterium sanguisorba,30TTK56
Allium ampeloprasum,29SPC72
Hispidella hispanica,30TTK66
Fallopia convolvulus,30TTK66
Vincetoxicum nigrum,29TPE94
Luzula lactea,30STJ97
Leucanthemopsis pallida,30TTK75
Dactylorhiza sambucina,30TWN23
Silene nutans,30TTK76
Cistus inflatus,29TQE58
Centranthus macrosiphon,30STJ76
Neotinea maculata,29SPC67
Coris monspeliensis,30TWL69
Sedum andegavense,30TTK75
Armeria beirana,30TTK76
Bidens frondosa,29TQE38
Gagea soleirolii,30TTK66
Silene vulgaris,29SQC31
Cruciata laevipes,30TXN90
Achillea ageratum,29SMC95
Adenocarpus complicatus,29SNB32
Leontodon longirostris,29SNB32
Jasione crispa,30TTK66
Senecio lividus,29TQE16
